dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,comments_disabled,urls/1,video_view_count,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e61b2e1ea4ee5b8fc37b5ffa3fbf3c4/5C72DC2D/t51.2885-15/e35/44595581_1945498112237255_6756388548266333652_n.jpg,4,4,"Esta semana estoy recorriendo Paraguay y sacando muchas fotos 🇵🇾 ¿De qué prefieren, ciudades o naturaleza? Los leo 😉⠀
.⠀
.⠀
.⠀
.⠀
.⠀
#travel #travelgram #instatravel #traveling ⠀
#travelling #travelphotography #traveler #travelingram #traveller #igtravel #turismo #Paraguay #py #asuncion #guarani #portrait #portraitphotography #portraits #portraitpage #makeportraits ⠀
#portraitmood #portraiture ⠀
#pursuitofportraits ⠀
#portraitphotographer",1,1906962957843513785,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Aregu\u00e1"", ""region_name"": """", ""country_code"": ""PY"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,13941717,Iglesia de Aregua,iglesia-de-aregua,528280272,Bp25LTmF0G5,1541547721,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1b17186bde775af77c953e6bf005187e/5C6B5B22/t51.2885-15/e35/c0.135.1080.1080/s150x150/44595581_1945498112237255_6756388548266333652_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e32dfce12d49dea99229b8e6bae54428/5C76EC24/t51.2885-15/e35/c0.135.1080.1080/s240x240/44595581_1945498112237255_6756388548266333652_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/462b0c586cf6f06bcb193a46d141f0e6/5C68CC5A/t51.2885-15/e35/c0.135.1080.1080/s320x320/44595581_1945498112237255_6756388548266333652_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c3477fd78e007c93b11079b1fc0f24fb/5C64D41D/t51.2885-15/e35/c0.135.1080.1080/s480x480/44595581_1945498112237255_6756388548266333652_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c7486891db081a2eb91759979ae3e9e/5C7A10B5/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44595581_1945498112237255_6756388548266333652_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c7486891db081a2eb91759979ae3e9e/5C7A10B5/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44595581_1945498112237255_6756388548266333652_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e61b2e1ea4ee5b8fc37b5ffa3fbf3c4/5C72DC2D/t51.2885-15/e35/44595581_1945498112237255_6756388548266333652_n.jpg,,portraitphotography,portraits,traveling,traveler,travelingram,portrait,pursuitofportraits,travel,py,traveller,turismo,travelgram,portraitpage,travelling,makeportraits,portraitphotographer,portraiture,igtravel,Paraguay,instatravel,asuncion,guarani,travelphotography,portraitmood,,,,,,,false,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/49986938287ecb0b8200731f810cf122/5C8A9961/t51.2885-15/e35/44505505_331364537657694_5774323474166874251_n.jpg,1,1,"Trancoso é um destino delicioso, para ser curtido sem pressa.
#Bahia #PortoSeguro #trancosoluxo #Trancosoeolugar #Viagem #turismo #fimdeanoeaqui #Reveillontrancoso #vempratrancoso #verao2019 #festahaute #festataipetrancoso ##festahautetrancoso #hospedagem #alugueldetemporada #alugueldecasas",0,1906962944824934031,false,"{""street_address"": ""Rua do Dera"", ""zip_code"": ""45818000"", ""city_name"": ""Porto Seguro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,234495571,Trancoso - Bahia,trancoso-bahia,6314116977,Bp25LHeH36P,1541547719,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/bcfd732d89ded8ee4ff6e27f36d4f08b/5C77FC23/t51.2885-15/e35/s150x150/44505505_331364537657694_5774323474166874251_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/75a248513071bd7a7a029b1031041a03/5C821F69/t51.2885-15/e35/s240x240/44505505_331364537657694_5774323474166874251_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f7e89cb87c682e448a9560ab3b0afba7/5C88C4D3/t51.2885-15/e35/s320x320/44505505_331364537657694_5774323474166874251_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/20325a8c8bfe1918372bbeec72c9e1f5/5C84C089/t51.2885-15/e35/s480x480/44505505_331364537657694_5774323474166874251_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/179fdcde292d5932b837be8fd0ca3d95/5C816484/t51.2885-15/sh0.08/e35/s640x640/44505505_331364537657694_5774323474166874251_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/179fdcde292d5932b837be8fd0ca3d95/5C816484/t51.2885-15/sh0.08/e35/s640x640/44505505_331364537657694_5774323474166874251_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/49986938287ecb0b8200731f810cf122/5C8A9961/t51.2885-15/e35/44505505_331364537657694_5774323474166874251_n.jpg,,Trancosoeolugar,alugueldetemporada,festahaute,PortoSeguro,alugueldecasas,turismo,festahautetrancoso,vempratrancoso,festataipetrancoso,Reveillontrancoso,verao2019,fimdeanoeaqui,trancosoluxo,Viagem,hospedagem,Bahia,,,,,,,,,,,,,,,false,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5cd09933864373bbac3ab43bda5b6ab7/5C6976D3/t51.2885-15/e35/43255487_565155463932033_1825294483662755713_n.jpg,1,1,"Meus tesouros. 
#portodegalinhas #avidapede #eucurtoviajar #nordeste #muroalto #turistando #eucurtoonordeste #turismo",0,1906962907629701500,false,,,,,,620025617,Bp25Kk1HUl8,1541547715,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/781511782089ccea523b0765504b441a/5C68D08B/t51.2885-15/e35/c0.135.1080.1080/s150x150/43255487_565155463932033_1825294483662755713_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/de13796bbf9a4405765592a69817e6ed/5C899FC1/t51.2885-15/e35/c0.135.1080.1080/s240x240/43255487_565155463932033_1825294483662755713_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/86338a83ac29787b391041a294496b09/5C6B1D7B/t51.2885-15/e35/c0.135.1080.1080/s320x320/43255487_565155463932033_1825294483662755713_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/403c026a147dbe2caec79cb24b5d2917/5C850921/t51.2885-15/e35/c0.135.1080.1080/s480x480/43255487_565155463932033_1825294483662755713_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e41dda1385f70254aa312c42e0eb1825/5C6EFB90/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43255487_565155463932033_1825294483662755713_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e41dda1385f70254aa312c42e0eb1825/5C6EFB90/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43255487_565155463932033_1825294483662755713_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5cd09933864373bbac3ab43bda5b6ab7/5C6976D3/t51.2885-15/e35/43255487_565155463932033_1825294483662755713_n.jpg,,eucurtoonordeste,portodegalinhas,nordeste,eucurtoviajar,turismo,avidapede,muroalto,turistando,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/c20de129de208e94c07a280ac79b4b88/5C77954E/t51.2885-15/e35/43272395_352531418870901_3497066975555191353_n.jpg,0,0,"Vacaciones 2019✈
Hospedaje PetFriendly🐶 📱Consultas rápidas al wsp 1156984016

#argentina #córdoba #calamuchita #cerrochampaqui #turismo #verano2019 #temporadaverano #vacaciones2019 #turismorural #sentiunaenergiadiferente #villayacanto #calamuchitalinda #turismoargentina #turismocba #turismocordoba #santarosadecalamuchita #villagralbelgrano #valledecalamuchita #lindacalamuchita #vacacionesenfamilia #cabanasdedescansolavictoria #paisajesqueenamoran #villa_Yacanto #senderos #primavera #oktoberfest #turismocba #uttach #valledecalamuchita #hospedaje #petfriendly",0,1906962883124902446,false,,,,,,5412051404,Bp25KOAg7ou,1541547712,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/854f57a3b19c7886a60714434a20953c/5C6C5F0C/t51.2885-15/e35/s150x150/43272395_352531418870901_3497066975555191353_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/70ae23cd6abc53f61aba7939fa5eb022/5C715646/t51.2885-15/e35/s240x240/43272395_352531418870901_3497066975555191353_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f9ba9e6aacacd412bb339ede1e677c6b/5C6545FC/t51.2885-15/e35/s320x320/43272395_352531418870901_3497066975555191353_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/635108d666dda5e0cdd1217e43332cee/5C7481A6/t51.2885-15/e35/s480x480/43272395_352531418870901_3497066975555191353_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/edf4bfdfb89aca11a308dbba72103e26/5C7767AB/t51.2885-15/sh0.08/e35/s640x640/43272395_352531418870901_3497066975555191353_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/edf4bfdfb89aca11a308dbba72103e26/5C7767AB/t51.2885-15/sh0.08/e35/s640x640/43272395_352531418870901_3497066975555191353_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c20de129de208e94c07a280ac79b4b88/5C77954E/t51.2885-15/e35/43272395_352531418870901_3497066975555191353_n.jpg,,sentiunaenergiadiferente,lindacalamuchita,turismocordoba,petfriendly,turismo,villayacanto,paisajesqueenamoran,argentina,oktoberfest,temporadaverano,cabanasdedescansolavictoria,valledecalamuchita,vacaciones2019,verano2019,turismocba,villagralbelgrano,córdoba,primavera,santarosadecalamuchita,turismoargentina,vacacionesenfamilia,uttach,senderos,calamuchita,villa_Yacanto,calamuchitalinda,hospedaje,cerrochampaqui,turismorural,,false,https://instagram.fplu4-1.fna.fbcdn.net/vp/746e073d139e30826f9be397d254d973/5C6D1828/t51.2885-15/e35/44516114_441974916327572_1949650886811460236_n.jpg,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/81509e0a8efec12e41e1a34d21166cb5/5C684900/t51.2885-15/e35/44279086_264566090908925_3779181977822164510_n.jpg,2,2,"Como fiquei tanto tempo sem conhecer essa igreja lindinha?💗
#arquitetura #artesacra #arte #architecture #igreja #igrejacatólica #riodejaneiro #rj #turismo #historiadaarte #cultura #culture #fotografia #photo #artlovers @museide.app",0,1906962867640730769,false,"{""street_address"": ""Rua da Lapa"", ""zip_code"": ""20021-180"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,381904755,Igreja Nossa Senhora do Carmo da Lapa do Desterro,igreja-nossa-senhora-do-carmo-da-lapa-do-desterro,368174546,Bp25J_llgSR,1541547710,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/656b274d802b8b618d61b3642c4a0aeb/5C85D242/t51.2885-15/e35/s150x150/44279086_264566090908925_3779181977822164510_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/771f957fe8b94e8d30eb6ca1d4069fc8/5C84E608/t51.2885-15/e35/s240x240/44279086_264566090908925_3779181977822164510_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d0e8fd044d821688d05061bb14827d9c/5C7418B2/t51.2885-15/e35/s320x320/44279086_264566090908925_3779181977822164510_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a11ceb60dafc404fa0c1a34484ba0acc/5C8A56E8/t51.2885-15/e35/s480x480/44279086_264566090908925_3779181977822164510_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/56c671401aa2f6d327bb0f251a278609/5C685FE5/t51.2885-15/sh0.08/e35/s640x640/44279086_264566090908925_3779181977822164510_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/56c671401aa2f6d327bb0f251a278609/5C685FE5/t51.2885-15/sh0.08/e35/s640x640/44279086_264566090908925_3779181977822164510_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/81509e0a8efec12e41e1a34d21166cb5/5C684900/t51.2885-15/e35/44279086_264566090908925_3779181977822164510_n.jpg,,artesacra,historiadaarte,artlovers,arquitetura,riodejaneiro,fotografia,photo,igreja,turismo,culture,igrejacatólica,architecture,arte,rj,cultura,,,,,,,,,,,,,,,,false,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/94981ab5a165c8e23a0ea456573f7fbc/5C6FA064/t51.2885-15/e35/44394139_365610034177883_1280106459724405736_n.jpg,8,8,"OURO PRETO: uma cidade repleta de história e belas paisagens, só evitem ir em feriados. Leve bastante protetor solar e também uma garrafinha de água, o calor é realmente intenso.
⠀⠀⠀⠀⠀
📷 GoPro Hero+ 
Por: Jonatan Ferraz
___________
⠀⠀⠀⠀⠀
#viagem #travel #viajar #trip #instatravel #turismo #nature #brasil #amoviajar #travelgram #natureza #tourist #photography #fotografia #pelomundo #brazil #photooftheday #paisagem #instapic #tourism #traveling #viagemeturismo #instagood #passeio #traveller #viajarepreciso #diariodeviagens #foto #viajando",1,1906962652858854082,false,,,,,,6399638046,Bp25G3jlqrC,1541547684,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/52448441b466bff17fed9648d09b8b0a/5C6B942B/t51.2885-15/e35/c135.0.810.810/s150x150/44394139_365610034177883_1280106459724405736_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/2f6d1f09c61dc88519c0dfd18c0bc7b9/5C76BB61/t51.2885-15/e35/c135.0.810.810/s240x240/44394139_365610034177883_1280106459724405736_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/eb61c769e022da2b18df67547af1448d/5C78C6DB/t51.2885-15/e35/c135.0.810.810/s320x320/44394139_365610034177883_1280106459724405736_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a55bf6701f9a96b23a664b474f4109d8/5C708881/t51.2885-15/e35/c135.0.810.810/s480x480/44394139_365610034177883_1280106459724405736_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/1cc911aa404f6a022787e932ae5e358d/5C6F9C21/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/44394139_365610034177883_1280106459724405736_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1cc911aa404f6a022787e932ae5e358d/5C6F9C21/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/44394139_365610034177883_1280106459724405736_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/94981ab5a165c8e23a0ea456573f7fbc/5C6FA064/t51.2885-15/e35/44394139_365610034177883_1280106459724405736_n.jpg,,instapic,foto,viajando,traveling,trip,passeio,brazil,viagem,viajar,travel,traveller,turismo,travelgram,diariodeviagens,photooftheday,natureza,viajarepreciso,tourist,nature,photography,amoviajar,fotografia,instatravel,paisagem,tourism,brasil,pelomundo,viagemeturismo,instagood,,false,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/29ec0596a6393a10aa99ac2abb30d140/5C886865/t51.2885-15/e35/43986217_138789810420853_4237279599799749058_n.jpg,3,3,"Você define o que será.

Não existe plantar uva e colher maça. 
Da mesma forma não existe pensar pequeno e acreditar que assim grandes resultados irão acontecer.

Pense grande e trabalhe arduamente para que cada pensamento se transforme em realidade.

#palestrante #mmn #agrnow #family #familia #negociodoseculoxxi #empreendedorismo #vivaseussonhosagora #libertynow
#turismobrasil 
#turismo
#travel 
#welingtonvillelaoficial
#vidacomproposito",1,1906962506317064708,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": ""Rio de Janeiro (state)"", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": true, ""exact_country_match"": false}",true,405027146,Rio de Janeiro,rio-de-janeiro,4524417727,Bp25EvFBGoE,1541547667,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8c78450db13ae594e6b503fefbacdecd/5C655F27/t51.2885-15/e35/s150x150/43986217_138789810420853_4237279599799749058_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5d4af45dcdcb167c2bff0a22f4d2ce2e/5C7D766D/t51.2885-15/e35/s240x240/43986217_138789810420853_4237279599799749058_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/8161d377c6092090302948047805a23d/5C7469D7/t51.2885-15/e35/s320x320/43986217_138789810420853_4237279599799749058_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/34f0f16e822d0ed3dc1aecbb4227245f/5C88718D/t51.2885-15/e35/s480x480/43986217_138789810420853_4237279599799749058_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/dadce68cd1286a7af416570b613913fd/5C6E7480/t51.2885-15/sh0.08/e35/s640x640/43986217_138789810420853_4237279599799749058_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dadce68cd1286a7af416570b613913fd/5C6E7480/t51.2885-15/sh0.08/e35/s640x640/43986217_138789810420853_4237279599799749058_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/29ec0596a6393a10aa99ac2abb30d140/5C886865/t51.2885-15/e35/43986217_138789810420853_4237279599799749058_n.jpg,,welingtonvillelaoficial,family,negociodoseculoxxi,agrnow,travel,turismobrasil,vivaseussonhosagora,turismo,libertynow,vidacomproposito,mmn,empreendedorismo,familia,palestrante,,,,,,,,,,,,,,,,,false,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf560670c647cdbccb1f87910d086b88/5C8A0857/t51.2885-15/e35/43614138_1033794823464094_8798877587843131378_n.jpg,11,11,"AD -

#turismo #viajes #viaje #instaviaje #mochileros #viajeros #turisteando #tuvoyages #viajar #viajando #turista #amoviajar #travel #traveling #TFLers #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram",1,1906962403917496187,false,"{""street_address"": """", ""zip_code"": ""06500"", ""city_name"": ""Mexico City, Mexico"", ""region_name"": """", ""country_code"": ""MX"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,9092794,Ángel de la Independencia,angel-de-la-independencia,9059812595,Bp25DPthv97,1541547655,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1b5f11df4ff81209d78d3a780e9d322a/5C6A8068/t51.2885-15/e35/s150x150/43614138_1033794823464094_8798877587843131378_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/55dcfc405b530ac5e92cf978801ac91b/5C71F46E/t51.2885-15/e35/s240x240/43614138_1033794823464094_8798877587843131378_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/78cda9b873777a21c0ea8fd60aaa4ffc/5C80C910/t51.2885-15/e35/s320x320/43614138_1033794823464094_8798877587843131378_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/8c3630816a0cc3ee9ba64fc3e097abdf/5C7FC457/t51.2885-15/e35/s480x480/43614138_1033794823464094_8798877587843131378_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/7ccedf10ab0e25c81b0e0b40cdac1fd2/5C729CED/t51.2885-15/sh0.08/e35/s640x640/43614138_1033794823464094_8798877587843131378_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7ccedf10ab0e25c81b0e0b40cdac1fd2/5C729CED/t51.2885-15/sh0.08/e35/s640x640/43614138_1033794823464094_8798877587843131378_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf560670c647cdbccb1f87910d086b88/5C8A0857/t51.2885-15/e35/43614138_1033794823464094_8798877587843131378_n.jpg,,viajando,traveling,instaviaje,turisteando,viajes,visiting,tuvoyages,viajeros,travel,mochileros,vacation,turismo,trip,instapassport,turista,travelling,holiday,photooftheday,TFLers,tourist,amoviajar,instago,instatravel,tourism,viaje,instagood,viajar,fun,mytravelgram,instatraveling,false,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ad5d1c6ad3b8eefcb0289003fa39432/5C8586F0/t51.2885-15/e35/44811932_2320182358216765_7427325488545599442_n.jpg,2,2,"El hotel Wyndham Quito Airport, es uno de los mejores hoteles de Quito, con una ubicación privilegiada en el Aeropuerto Internacional Mariscal Sucre (UIO), así como un amplio espacio para reuniones para conferencias de negocios ejemplares y eventos especiales impecables. Abrace el espíritu de la capital ecuatoriana, el hotel como una base de operaciones sumamente cómoda y conveniente para tener una experiencia  magnífica y  fascinante en los museos y lugares impresionantes de Quito •
•
•
•
•
#quito #ecuador #aeropuerto #wyndham #blogger #blog #photo #turismo #allyouneedis #hotel #tendencias #pasion #turismo",0,1906962392225183163,false,"{""street_address"": ""Parroquia Tababela SN v\u00eda Yaruqu\u00ed - Terminal Aeropuerto Internacional Mariscal Sucre"", ""zip_code"": ""EC170183"", ""city_name"": ""Quito, Ecuador"", ""region_name"": """", ""country_code"": ""EC"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1022199556,Wyndham Quito Airport,wyndham-quito-airport,8768239031,Bp25DE0nHW7,1541547653,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/237ddba213146ff0f85dff127f996535/5C6515FF/t51.2885-15/e35/c0.135.1080.1080/s150x150/44811932_2320182358216765_7427325488545599442_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/90b5de1eb24b3f7b2c735d6609f616d7/5C6FB8F9/t51.2885-15/e35/c0.135.1080.1080/s240x240/44811932_2320182358216765_7427325488545599442_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/eeb287b11ef13769df3e571e3feb4a68/5C892087/t51.2885-15/e35/c0.135.1080.1080/s320x320/44811932_2320182358216765_7427325488545599442_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/cb058583823082b864589e1aba24a181/5C8977C0/t51.2885-15/e35/c0.135.1080.1080/s480x480/44811932_2320182358216765_7427325488545599442_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf4f67765180184abc742b187ac90eef/5C77A268/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44811932_2320182358216765_7427325488545599442_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf4f67765180184abc742b187ac90eef/5C77A268/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44811932_2320182358216765_7427325488545599442_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ad5d1c6ad3b8eefcb0289003fa39432/5C8586F0/t51.2885-15/e35/44811932_2320182358216765_7427325488545599442_n.jpg,,tendencias,wyndham,quito,blogger,aeropuerto,hotel,turismo,blog,pasion,allyouneedis,photo,ecuador,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,
607,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/3b1057ec5e4bb3b7fa2d8f9fcf3c9fea/5C670A83/t51.2885-15/fr/e15/s1080x1080/43914512_348614835872657_7063429467999988335_n.jpg,0,0,"salud por un buen vuelo...una buena vida y una gran aventura!
#aventuristas #vamosavolar #globoaerostatico #skytoursballooning #hotairballoons #hotairballoonpilot #balloonpilot #turismo
#turismoOaxaca #Oaxaca #Macuilxochitl #México #turismo #aventura #volar #globo #fly #turism #volandovoy #altura #cielodeoaxaca #vuelaconmigo",0,1906962393558547845,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": ""Oaxaca"", ""country_code"": ""MX"", ""exact_city_match"": false, ""exact_region_match"": true, ""exact_country_match"": false}",true,1024851659,"Oaxaca, Mexico",oaxaca-mexico,5539043942,Bp25DGEFf2F,1541547653,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/4b8a3149930834c4ba19719e692b09ce/5C650CD1/t51.2885-15/e15/c236.0.607.607/s150x150/43914512_348614835872657_7063429467999988335_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a892ffd21899639811443d0873b8b3bc/5C69709B/t51.2885-15/e15/c236.0.607.607/s240x240/43914512_348614835872657_7063429467999988335_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/41aee5a923aa629dbe292955d3af6570/5C75A821/t51.2885-15/e15/c236.0.607.607/s320x320/43914512_348614835872657_7063429467999988335_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/26c0c2a5a3df539a588d88b36d16b825/5C7E037B/t51.2885-15/e15/c236.0.607.607/s480x480/43914512_348614835872657_7063429467999988335_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2714b3282993803c4c4b48db33b25897/5C678DE4/t51.2885-15/e15/c236.0.607.607/43914512_348614835872657_7063429467999988335_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2714b3282993803c4c4b48db33b25897/5C678DE4/t51.2885-15/e15/c236.0.607.607/43914512_348614835872657_7063429467999988335_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3b1057ec5e4bb3b7fa2d8f9fcf3c9fea/5C670A83/t51.2885-15/fr/e15/s1080x1080/43914512_348614835872657_7063429467999988335_n.jpg,,globo,skytoursballooning,México,hotairballoonpilot,Macuilxochitl,volar,altura,turismo,aventuristas,vamosavolar,fly,aventura,Oaxaca,turism,turismoOaxaca,cielodeoaxaca,hotairballoons,globoaerostatico,balloonpilot,vuelaconmigo,volandovoy,,,,,,,,,,false,,,,,,,,,,
