dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location,urls/1,urls/2,urls/3,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,comments_disabled,video_view_count,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/dde106b6c9f985a7a234e47b3afef9e6/5C797901/t51.2885-15/e35/43240597_947449098772077_8827639598819700025_n.jpg,6,6,"Meu primeiro bolo! Até que saiu mais ou menos. 
#cake #bolo #niver #festa",0,1910415367715302032,false,,,,,,2259232739,BqDKKe2HiqQ,cake,festa,bolo,niver,,,,,,,,,,,,,,,,,,,,,1541959280,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2722b5ae947713fc62201ed01b344485/5C674A43/t51.2885-15/e35/s150x150/43240597_947449098772077_8827639598819700025_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f2e13dea242e818ae8e665edc19b664c/5C7B0F09/t51.2885-15/e35/s240x240/43240597_947449098772077_8827639598819700025_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/b0a99e7bc3b339b64fe4b26363a889ec/5C6CA7B3/t51.2885-15/e35/s320x320/43240597_947449098772077_8827639598819700025_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9fe4b4c1cd5d1d4dc758478b607800a7/5C6FE9E9/t51.2885-15/e35/s480x480/43240597_947449098772077_8827639598819700025_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d69999a13ca85947161aac5f02065776/5C74A2E4/t51.2885-15/sh0.08/e35/s640x640/43240597_947449098772077_8827639598819700025_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d69999a13ca85947161aac5f02065776/5C74A2E4/t51.2885-15/sh0.08/e35/s640x640/43240597_947449098772077_8827639598819700025_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dde106b6c9f985a7a234e47b3afef9e6/5C797901/t51.2885-15/e35/43240597_947449098772077_8827639598819700025_n.jpg,,,,,,,,,,,false,,,,,,,
1050,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5a51f6b2ec460791d57b2ca36fe9aed0/5C773517/t51.2885-15/e35/44389054_313357669258752_1397546763909268166_n.jpg,5,5,"Tons de rosa e  muita elegância nessa mesa dos pais e convidados ! Amamos ! ⠀
Cerimonial, decoração e #repost by @marciatarasiuk! Clique de @fotophlima!⠀
⠀
#lonacristal #moveisparalocacao #mobiliarioparaeventos #festa #party #decor #decoracao #casamento #wedding #weddingdecor #linhamadeira #casamentoromantico #inspiracao #ideia #realizamossonhos",0,1910415339905189242,false,,,,,,1326393275,BqDKKE8gYV6,lonacristal,decor,realizamossonhos,festa,ideia,linhamadeira,casamento,casamentoromantico,moveisparalocacao,decoracao,inspiracao,wedding,mobiliarioparaeventos,party,weddingdecor,repost,,,,,,,,,1541959277,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7a220e2a019b82a6289511da56cf7c57/5C7E11A1/t51.2885-15/e35/c15.0.1050.1050/s150x150/44389054_313357669258752_1397546763909268166_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8fe736b3786f28a47a1e6b805a5c5288/5C64CFEB/t51.2885-15/e35/c15.0.1050.1050/s240x240/44389054_313357669258752_1397546763909268166_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/b40b5f902d820c937487c83a54507053/5C83D551/t51.2885-15/e35/c15.0.1050.1050/s320x320/44389054_313357669258752_1397546763909268166_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2f574619724ad2101fbcf270decf59fd/5C665A0B/t51.2885-15/e35/c15.0.1050.1050/s480x480/44389054_313357669258752_1397546763909268166_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/751593efad6e1034bbcf3569b58f6330/5C6E03C9/t51.2885-15/sh0.08/e35/c15.0.1050.1050/s640x640/44389054_313357669258752_1397546763909268166_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/751593efad6e1034bbcf3569b58f6330/5C6E03C9/t51.2885-15/sh0.08/e35/c15.0.1050.1050/s640x640/44389054_313357669258752_1397546763909268166_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5a51f6b2ec460791d57b2ca36fe9aed0/5C773517/t51.2885-15/e35/44389054_313357669258752_1397546763909268166_n.jpg,,,,,,,,,,,false,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/ed4ad9ac66241f745f817ef5aa410aa6/5C654426/t51.2885-15/e35/43345228_395188937687061_2671473414887419538_n.jpg,5,5,Pagherò il conto😱🤟#bagnacauda #amicizia #aglioolio #tradizioni #piemonte #photography #festa,0,1910415318951743546,false,,,,,,1540812274,BqDKJxblVA6,bagnacauda,aglioolio,festa,photography,tradizioni,piemonte,amicizia,,,,,,,,,,,,,,,,,,1541959274,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/a74ab980fabdc82089afa90e5e7af857/5C64917E/t51.2885-15/e35/c0.135.1080.1080/s150x150/43345228_395188937687061_2671473414887419538_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/160ef31b76949da7cf5ec455ace96b57/5C6F5734/t51.2885-15/e35/c0.135.1080.1080/s240x240/43345228_395188937687061_2671473414887419538_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/4bc0d969ea6f7aa7559d6e23fae28a0f/5C75928E/t51.2885-15/e35/c0.135.1080.1080/s320x320/43345228_395188937687061_2671473414887419538_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d9e00e0e9d6ba1788d3cd8b2b5b0b06b/5C71B7D4/t51.2885-15/e35/c0.135.1080.1080/s480x480/43345228_395188937687061_2671473414887419538_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e90a543a0c8a799c45f9ccf7981eb27/5C89C065/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43345228_395188937687061_2671473414887419538_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e90a543a0c8a799c45f9ccf7981eb27/5C89C065/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43345228_395188937687061_2671473414887419538_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ed4ad9ac66241f745f817ef5aa410aa6/5C654426/t51.2885-15/e35/43345228_395188937687061_2671473414887419538_n.jpg,,,,,,,,,,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/131f292549561d225447d8b8c7200bac/5C7C87A3/t51.2885-15/e35/43985815_331397330981978_867667596894704390_n.jpg,20,20,"Lembra daquele bolo maravilhoso da vovó? Na Sodiê Doces tem. Venha conhecer a Sodiê em Águas Claras e surpreenda-se com tantos sabores maravilhoso!❤🍰🎂☕❤
📍Av. das Castanheiras, Lotes 1.310 e 1.370, Real Splendor, loja 01
📞(61) 3244-0226
#sodiedoces #sodiedocesdf #sodiesalgados #aguasclaras #aguasclarasdf #confeitaria #bolo #chocolate #doces #brigadeiro #gastronomia #docesfinos #cake #bolos #bolosdecorados #festa #doce #confeitariaartesanal #docesgourmet #gourmet #instafood #bistro #aniversario #sobremesa #food #padaria #receitas #salgados #salgadinhos",3,1910415267999808142,false,"{""street_address"": ""Av. das Castanheiras, lotes 1310 e 1370"", ""zip_code"": ""71909720"", ""city_name"": ""Bras\u00edlia, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1994563330854960,Sodiê Doces,sodie-doces,2265413451,BqDKJB-nHqO,sodiedocesdf,gastronomia,sodiedoces,receitas,padaria,doces,gourmet,food,instafood,confeitaria,salgadinhos,bistro,sodiesalgados,confeitariaartesanal,docesfinos,aguasclaras,chocolate,salgados,docesgourmet,aniversario,doce,bolo,festa,bolosdecorados,1541959268,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/5bbf64dff2a06b24980aff613524c9b0/5C849531/t51.2885-15/e35/s150x150/43985815_331397330981978_867667596894704390_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/998c36e2cf5a5d1677188dc9de0b261d/5C710B84/t51.2885-15/e35/s240x240/43985815_331397330981978_867667596894704390_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/1fbc7acdc7f8419fb13838e820772924/5C7E8F3C/t51.2885-15/e35/s320x320/43985815_331397330981978_867667596894704390_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f76cd627be608ac34bc0a5644b6489e1/5C73C860/t51.2885-15/e35/s480x480/43985815_331397330981978_867667596894704390_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/dc4517c69c6696b715c85894ada2a446/5C7684D0/t51.2885-15/sh0.08/e35/s640x640/43985815_331397330981978_867667596894704390_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dc4517c69c6696b715c85894ada2a446/5C7684D0/t51.2885-15/sh0.08/e35/s640x640/43985815_331397330981978_867667596894704390_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/131f292549561d225447d8b8c7200bac/5C7C87A3/t51.2885-15/e35/43985815_331397330981978_867667596894704390_n.jpg,,,,,aguasclarasdf,bolos,brigadeiro,cake,sobremesa,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa76e64b02c5408d455d7e5b9af1c26a/5C7C4542/t51.2885-15/e35/43700562_253857618621607_2758984939087378999_n.jpg,13,13,"Moana 💜 
Follow me 🔄 
Ifb 😊

Siga - me 🔄 
Sdv 😊 .
.
.
.
.
.
.
.
. .
.
.

#like4like #likeforlike #likeforfollow #likes #likeforlikes #followme #like4follow #instagood #followforfollow #lekeme #l4l #liker #like #likeback #follow #photootheday #likesforlikes #intagram #instalike #likeal #like4 #likeforfollowes. #festa #party #inspiration",0,1910415259132038463,false,,,,,,8519621321,BqDKI5uDQ0_,likeforlikes,instalike,likeforfollow,likeforfollowes,liker,likes,follow,followforfollow,likeback,lekeme,likeforlike,party,followme,l4l,likesforlikes,like4,inspiration,like4like,like,festa,likeal,instagood,photootheday,intagram,1541959267,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ee30c7481999db67eb34a6c77cd76f4a/5C6AC300/t51.2885-15/e35/s150x150/43700562_253857618621607_2758984939087378999_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b5ac5ae23d9ececf87ecf337fdc4d19a/5C86F04A/t51.2885-15/e35/s240x240/43700562_253857618621607_2758984939087378999_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2b053a2576e1a444dbc9d5f5763d44c7/5C68B5F0/t51.2885-15/e35/s320x320/43700562_253857618621607_2758984939087378999_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e79aa694fcd0c4820994aca382f3087b/5C6EE3AA/t51.2885-15/e35/s480x480/43700562_253857618621607_2758984939087378999_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa16cbb5bb0744eca09ef288cdb3c332/5C7B05A7/t51.2885-15/sh0.08/e35/s640x640/43700562_253857618621607_2758984939087378999_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa16cbb5bb0744eca09ef288cdb3c332/5C7B05A7/t51.2885-15/sh0.08/e35/s640x640/43700562_253857618621607_2758984939087378999_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa76e64b02c5408d455d7e5b9af1c26a/5C7C4542/t51.2885-15/e35/43700562_253857618621607_2758984939087378999_n.jpg,,,,,like4follow,,,,,,false,,,,,,,
714,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/67aebe132de9311d52a753919aaedc18/5C873E1E/t51.2885-15/e35/44282041_340121816538511_2074188281772796107_n.jpg,51,51,🕺🥂 #serate #amici #festa #fiesta #saturdaynight  #saturday #night #friend #friends #picoftheday #photooftheday #photography #instapic #instagood #instalike #instalikes #instagram #like4like #like4likes #likeforfollow #like4follow #follow #following #followme #followbackalways #followbackinstantly #follow4followback #followers #nofilter,0,1910415196914864399,false,"{""street_address"": ""Via Morselli 11"", ""zip_code"": ""29015"", ""city_name"": ""Castel San Giovanni"", ""region_name"": """", ""country_code"": ""IT"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,616376103,King Discoclub,king-discoclub,244514900,BqDKH_xnlEP,instagram,instalike,instapic,likeforfollow,follow,saturday,followme,like4likes,followers,picoftheday,friend,photooftheday,saturdaynight,photography,nofilter,fiesta,amici,followbackinstantly,followbackalways,friends,follow4followback,like4follow,serate,festa,1541959260,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1fe159f246c3a40f6328b89d37dc2c8e/5C8009A4/t51.2885-15/e35/c183.0.714.714/s150x150/44282041_340121816538511_2074188281772796107_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8fbb78978d537f1c96fd11b0b3612d7a/5C6648EE/t51.2885-15/e35/c183.0.714.714/s240x240/44282041_340121816538511_2074188281772796107_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e57b8aba1c2203ed1dce836fbe2744d0/5C814C54/t51.2885-15/e35/c183.0.714.714/s320x320/44282041_340121816538511_2074188281772796107_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/134ab665033850f5a83f6194539c88d5/5C6FC30E/t51.2885-15/e35/c183.0.714.714/s480x480/44282041_340121816538511_2074188281772796107_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa0a1e683637b0f0de08c4816e5c2672/5C897AAE/t51.2885-15/sh0.08/e35/c183.0.714.714/s640x640/44282041_340121816538511_2074188281772796107_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa0a1e683637b0f0de08c4816e5c2672/5C897AAE/t51.2885-15/sh0.08/e35/c183.0.714.714/s640x640/44282041_340121816538511_2074188281772796107_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/67aebe132de9311d52a753919aaedc18/5C873E1E/t51.2885-15/e35/44282041_340121816538511_2074188281772796107_n.jpg,,,,,instagood,night,following,instalikes,like4like,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/1c93d39e27409c55e4b0f6b30bd20ee0/5C7AD4ED/t51.2885-15/e35/43913865_354188085126793_8086125294276241640_n.jpg,5,5,Niver Leila! #tardeboa #vida #festa @rubia.bia.lima @dudaalves.oficial @rosarosinha_alves @elenice.rodrigues.505 @verinha.l.lelis,0,1910415188071399802,false,,,,,,2284527620,BqDKH3igcF6,vida,festa,tardeboa,,,,,,,,,,,,,,,,,,,,,,1541959259,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/51a835e49a3ec34f990f6b823c13bc4a/5C7D64AF/t51.2885-15/e35/s150x150/43913865_354188085126793_8086125294276241640_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/24d11b00a8699404bc778584f627e25a/5C658FE5/t51.2885-15/e35/s240x240/43913865_354188085126793_8086125294276241640_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/211a7e73440c63d6be0d7f100eec9cb2/5C846E5F/t51.2885-15/e35/s320x320/43913865_354188085126793_8086125294276241640_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/87dac7a7aa3dbb599da6b3e7ca92682b/5C81E805/t51.2885-15/e35/s480x480/43913865_354188085126793_8086125294276241640_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f1fa0dc3750b769a1bb8f3cea8c087c5/5C821408/t51.2885-15/sh0.08/e35/s640x640/43913865_354188085126793_8086125294276241640_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f1fa0dc3750b769a1bb8f3cea8c087c5/5C821408/t51.2885-15/sh0.08/e35/s640x640/43913865_354188085126793_8086125294276241640_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1c93d39e27409c55e4b0f6b30bd20ee0/5C7AD4ED/t51.2885-15/e35/43913865_354188085126793_8086125294276241640_n.jpg,,https://instagram.fplu4-1.fna.fbcdn.net/vp/f7b2564b26188ae9604215dea021bec2/5C7A8979/t51.2885-15/e35/44718692_161828561456161_7961856389896729500_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5496657aaea0b1e24fc5939c0c4787c4/5C83C0A3/t51.2885-15/e35/44375934_304214163638656_2318963024367098130_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c7ebc81357e9a7da4a94a0421bcd20ed/5C8625FD/t51.2885-15/e35/44305112_1933551876948640_666680991617243510_n.jpg,,,,,,,false,,https://instagram.fplu4-1.fna.fbcdn.net/vp/e6b573cb149d6b2dbd636bad15291980/5C79ACCF/t51.2885-15/e35/42924035_280451639260967_729223803239957006_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/77b648dbeadb8bbd0228582f4745a58c/5C693203/t51.2885-15/e35/44902734_364673490966732_4575697070444882698_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/329b8d3eec6d38cafb8a0a54c9d915f4/5C6A518B/t51.2885-15/e35/43325886_282693102359416_2908446032875996190_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/78059e1c34837f3b552b890b5ea2d633/5C78AE39/t51.2885-15/e35/43915302_1981759555240011_8859541679661938141_n.jpg,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/dd43016ddb7ddc5efbc3c868e7af6e25/5C7F14FE/t51.2885-15/e35/43699414_2194420824105577_6478025186901049560_n.jpg,13,13,"Bolo delicioso com massa branca e recheio de Brigadeiro Gourmet 🍫 e Ninho trufado! Irredutível 😜
#bolosdecorados #bolo #recheio #confeitaria #confeitandocomamor #encomendasabertas #portovelho #doces #docesfinos #deliciasgourmet #delicias #cake #cakedesigner #candy 
#cupcakes #amodoces #cupcake #docespersonalizados #cupcakelove #docinhospersonalizados
#detalhes #quotes #docespersonalizados #delicias #aniversario #festa #festas #bolo #brigadeiro #trufas #trufasrecheadas #trufasdecoradas #delicias #ad",1,1910415174919286242,false,,,,,,7917264441,BqDKHrSlG3i,ad,confeitaria,quotes,detalhes,trufasdecoradas,festas,cupcakes,doces,cakedesigner,encomendasabertas,docespersonalizados,delicias,confeitandocomamor,docesfinos,recheio,bolo,cupcake,docinhospersonalizados,aniversario,amodoces,cupcakelove,trufas,festa,bolosdecorados,1541959257,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/4e480480e27fb75cd373db5041c40752/5C748EC1/t51.2885-15/e35/s150x150/43699414_2194420824105577_6478025186901049560_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/0336d210e6b81a43d9a798c06e825e8e/5C66E6C7/t51.2885-15/e35/s240x240/43699414_2194420824105577_6478025186901049560_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf8bb68e8bf0ed55e3a324b8bbd0031c/5C7A45B9/t51.2885-15/e35/s320x320/43699414_2194420824105577_6478025186901049560_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7f93d956cd2ac506a242aceedc8d7e81/5C8930FE/t51.2885-15/e35/s480x480/43699414_2194420824105577_6478025186901049560_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a03c9e275c97b68dbf2ab0224ae44654/5C7D1A44/t51.2885-15/sh0.08/e35/s640x640/43699414_2194420824105577_6478025186901049560_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a03c9e275c97b68dbf2ab0224ae44654/5C7D1A44/t51.2885-15/sh0.08/e35/s640x640/43699414_2194420824105577_6478025186901049560_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dd43016ddb7ddc5efbc3c868e7af6e25/5C7F14FE/t51.2885-15/e35/43699414_2194420824105577_6478025186901049560_n.jpg,,,,,portovelho,candy,trufasrecheadas,brigadeiro,cake,deliciasgourmet,false,,,,,,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/61570931a6b456c4a07d9e572d331dbb/5C862BEA/t51.2885-15/e35/45482065_724937471206669_6933330366553673519_n.jpg,3,3,"Faz de conta que é Fofoca e espalha pra geral que É HOJE❗❗
.
.
Prepara que vai ser pipocooo!!! 👊💥 Temos um encontro marcado, às 17h no Boteco do King. . Brota Geral!!!!
.
Valores: ⤵
🧔🏻👩🏻R$15 (Até as 18h) 🧔🏻👩🏻R$20 (A Partir de 19h) .
.
@danaraujo40222
@urlanmiranda
@bethducolli 
@kellysantos.ofc 
@aldersamps
@gks.divulgacoes
@alexmaxx_
@maxwianna
@vinimiranda
@siteolhaeuaqui 
@a.producoess
@euamosamba_oficial
@ondecurtirsamba_oficial .
.

#nossodomingao
#domingodoking
#omelhordomingodaregiao
#domingaocontroller04
#botecodoking #follow #like #cute #lifestyle #show #music #pipoco #mundial #sucesso #vemqvem #samba #festa #show #salvador",0,1910415175305375817,false,,,,,,743342390,BqDKHrpl7BJ,domingaocontroller04,cute,pipoco,samba,lifestyle,like,sucesso,show,festa,mundial,nossodomingao,domingodoking,music,salvador,follow,botecodoking,omelhordomingodaregiao,vemqvem,,,,,,,1541959257,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/df2583edbfd0e16f83ff10d8e295e87f/5C75A9A8/t51.2885-15/e35/s150x150/45482065_724937471206669_6933330366553673519_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ca0631c329100b5285870580d64be2b7/5C801EE2/t51.2885-15/e35/s240x240/45482065_724937471206669_6933330366553673519_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/8229dc1f2ff8f6209439ba8022e4c7dc/5C66EF58/t51.2885-15/e35/s320x320/45482065_724937471206669_6933330366553673519_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7f82c7ba124e5a2f82ba342891cdef6e/5C78C902/t51.2885-15/e35/s480x480/45482065_724937471206669_6933330366553673519_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9bd49f4f23660e568f729e7feae72ec1/5C66450F/t51.2885-15/sh0.08/e35/s640x640/45482065_724937471206669_6933330366553673519_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9bd49f4f23660e568f729e7feae72ec1/5C66450F/t51.2885-15/sh0.08/e35/s640x640/45482065_724937471206669_6933330366553673519_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/61570931a6b456c4a07d9e572d331dbb/5C862BEA/t51.2885-15/e35/45482065_724937471206669_6933330366553673519_n.jpg,,,,,,,,,,,false,,,,,,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/8b81f9175b48b1e3678c2e0516baf908/5BEB1C7D/t51.2885-15/e35/43632289_2280378768873651_7581943238765385189_n.jpg,1,1,#família #festa,0,1910415018269399132,true,,,,,,1565938218,BqDKFZZhNhc,família,festa,,,,,,,,,,,,,,,,,,,,,,,1541959254,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/a35238f7d7f58f5eb3f7b5e038231d3d/5BEB3402/t51.2885-15/e35/s150x150/43632289_2280378768873651_7581943238765385189_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/60e99c361e407ab511ca871310493c63/5BEADA84/t51.2885-15/e35/s240x240/43632289_2280378768873651_7581943238765385189_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/6a0d47893f8f2aa8ea58f9d8dc7a4a34/5BEAEA3A/t51.2885-15/e35/s320x320/43632289_2280378768873651_7581943238765385189_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/59b6e531c0892edf73be453e4e16e708/5BEB30BD/t51.2885-15/e35/s480x480/43632289_2280378768873651_7581943238765385189_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a69c558a9c36b15d7e1c98e8350bdb90/5BEB6487/t51.2885-15/sh0.08/e35/s640x640/43632289_2280378768873651_7581943238765385189_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a69c558a9c36b15d7e1c98e8350bdb90/5BEB6487/t51.2885-15/sh0.08/e35/s640x640/43632289_2280378768873651_7581943238765385189_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f3800dc36213851c2821f7d30b1d7d7a/5BEB63A6/t50.2886-16/45090245_2213074485601486_5899823007145149255_n.mp4,,,,,,,,,,,false,0,,,,,,
852,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/0bff379b60450ab0d678bcecd7f17042/5C8ABC2D/t51.2885-15/e35/43403872_747922822212153_969929361724024660_n.jpg,4,4,"Kart 🏎⠀
.⠀
.⠀
.⠀
.⠀
.⠀
.⠀
.⠀
.⠀
.⠀
#buffet #infantil #buffetinfantil #buffetinfantilzonanorte #festa #decoração #festas #festaafantasia #festalinda #festainfantil #festainfantilsaopaulo #festadeaniversario #festatop⠀⠀",1,1910415146917273520,false,,,,,,3484128929,BqDKHRNh5-w,festainfantilsaopaulo,festatop,festainfantil,festa,buffetinfantilzonanorte,infantil,buffet,decoração,buffetinfantil,festalinda,festas,festadeaniversario,festaafantasia,,,,,,,,,,,,1541959254,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/9557e2f6da38ffe1eedac8c1dc0acb56/5C87F319/t51.2885-15/e35/c114.0.852.852/s150x150/43403872_747922822212153_969929361724024660_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e45c485cf55765095e1224047de73d4/5C6C3CAC/t51.2885-15/e35/c114.0.852.852/s240x240/43403872_747922822212153_969929361724024660_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f950f16ecb39622b0aa387868511ecd3/5C65DD14/t51.2885-15/e35/c114.0.852.852/s320x320/43403872_747922822212153_969929361724024660_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/5db1e20b3904b8bea1bf59a14a9f229f/5C7DF248/t51.2885-15/e35/c114.0.852.852/s480x480/43403872_747922822212153_969929361724024660_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ea854c80076690128ef898a76f468555/5C6D3EAF/t51.2885-15/sh0.08/e35/c114.0.852.852/s640x640/43403872_747922822212153_969929361724024660_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ea854c80076690128ef898a76f468555/5C6D3EAF/t51.2885-15/sh0.08/e35/c114.0.852.852/s640x640/43403872_747922822212153_969929361724024660_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0bff379b60450ab0d678bcecd7f17042/5C8ABC2D/t51.2885-15/e35/43403872_747922822212153_969929361724024660_n.jpg,,,,,,,,,,,false,,,,,,,
